show_id,title,director,cast,country,date_added,release_year,rating,content_category,preferences,Cluster
s1650,Great Pretender,Unknown Director,"Chiaki Kobayashi, Junichi Suwabe, Natsumi Fujiwara, Mie Sonozaki",Japan,"November 25, 2020",2020,TV-MA,"TV Show - Anime Series, Crime TV Shows, International TV Shows",82,0
s1655,Before 30,BB Sasore,"Damilola Adegbite, O.C. Ukeje, Beverly Naya, Meg Otanwa, Anee Icha, Patrick Diabuah, Tunbosun Aiyedehin, Patrick Doyle",Nigeria,"November 24, 2020",2015,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",47,4
s1659,Valentino,Unknown Director,"Adel Imam, Dalal Abdelaziz, Hamdy Al-Merghany, Mohamed al-Kilani, Tarek El Ebiary, Huda El Mufti, Soleiman Eid, Badria Tolba, Reda Idrees, Enaam Al-Gritly, Wafaa Sadeq, Rania Mahmoud Yassin",Egypt,"November 24, 2020",2020,TV-14,"TV Show - International TV Shows, TV Comedies, TV Dramas",70,1
s1662,Strongest Deliveryman,Unknown Director,"Ko Kyung-pyo, Chae Soo-bin, Kim Seon-ho, Go Won-hee",South Korea,"November 23, 2020",2017,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",88,0
s1668,Flavorful Origins,Unknown Director,Yang Chen,China,"November 20, 2020",2020,TV-G,"TV Show - Docuseries, International TV Shows",63,4
s1669,Heart & Soul,Unknown Director,"Anthony Monjaro, Phoenix Ezendu, Ademola Amoo, Chioma Adibe, Ijeoma Richards, Joy Mmezi",,"November 20, 2020",2019,TV-14,"TV Show - International TV Shows, TV Dramas",83,4
s1671,Mismatched,Unknown Director,"Prajakta Koli, Rohit Saraf, Vihaan Samat, Taaruk Raina, Vidya Malavade, Kritika Bharadwaj, Rannvijay Singh, Muskkaan Jaferi, Devyani Shorey, Suhasini Mulay, Abhinav Sharma, Ravin Makhija",India,"November 20, 2020",2020,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",44,4
s1673,Voices of Fire,Unknown Director,Pharrell Williams,United States,"November 20, 2020",2020,TV-PG,"TV Show - Docuseries, Reality TV",69,0
s1685,Holiday Home Makeover with Mr. Christmas,Unknown Director,Benjamin Bradley,United States,"November 18, 2020",2020,TV-G,TV Show - Reality TV,79,0
s1688,The Boss Baby: Back in Business,Unknown Director,"JP Karliak, Pierce Gagnon, Kevin Michael Richardson, Alex Cazares, Flula Borg, Jake Green, Eric Bell Jr., David Lodge, Hope Levy, David Collins, Tony Hale, Nicole Sullivan",United States,"November 17, 2020",2020,TV-Y7,"TV Show - Kids' TV, TV Comedies",49,3
s1689,We Are the Champions,Unknown Director,Unknown Cast,United States,"November 17, 2020",2020,TV-MA,"TV Show - Docuseries, Reality TV",91,0
s1693,America's Next Top Model,Unknown Director,Tyra Banks,United States,"November 15, 2020",2013,TV-14,TV Show - Reality TV,59,3
s1694,Beyblade Burst Rise,Unknown Director,"Erika Harlacher, Griffin Puatu, Kimlinh Tran, Taylor Henry, Janice Roman Roku, Brian Anderson",Japan,"November 15, 2020",2019,TV-Y,"TV Show - Anime Series, Kids' TV",83,1
s1697,Polly Pocket,Unknown Director,"Emily Tennant, Shannon Chan-Kent, Kazumi Evans, Patricia Drake, Rhona Rees, Ian Hanlin, Maryke Hendrikse, Vincent Tong, David Kaye, Ellen Kennedy","Canada, United States, Ireland","November 15, 2020",2021,TV-Y,TV Show - Kids' TV,70,1
s1698,Survivor,Unknown Director,"Jeff Probst, Jerri Manthey, Colby Donaldson, Rupert Boneham, Parvati Shallow, Rob Mariano, Amanda Kimmel, James Clement, Amber Brkich, Alicia Calaway, Ethan Zohn, Tina Wesson",United States,"November 15, 2020",2014,TV-14,TV Show - Reality TV,63,0
s1699,The Crown,Unknown Director,"Claire Foy, John Lithgow, Matt Smith, Vanessa Kirby, Jared Harris, Victoria Hamilton, Eileen Atkins, Jeremy Northam, Alex Jennings, Ben Miles, Pip Torrens, Will Keen, Harry Hadden-Paton, Daniel Ings, Greg Wise, Harriet Walter, Lia Williams, Matthew Goode, Anton Lesser","United Kingdom, United States","November 15, 2020",2020,TV-MA,"TV Show - British TV Shows, International TV Shows, TV Dramas",58,1
s1702,American Horror Story,Unknown Director,"Evan Peters, Sarah Paulson, Jessica Lange, Denis O'Hare, Kathy Bates, Angela Bassett, Lily Rabe, Frances Conroy, Cheyenne Jackson, Emma Roberts, Taissa Farmiga, Wes Bentley, Finn Wittrock, Chloë Sevigny, Zachary Quinto, Jamie Brewer, Naomi Grossman, Dylan McDermott, Gabourey Sidibe, Lady Gaga, Mare Winningham, Joseph Fiennes, Michael Chiklis, Matt Bomer, Lizzie Brocheré, Erika Ervin, Mat Fraser, Rose Siggins, Connie Britton, James Cromwell, Adina Porter, Jyoti Amge, Billie Lourde, Alison Pill, Billy Eichner, Leslie Grossman, Colton Haynes, Cuba Gooding Jr., André Holland, Danny Huston",United States,"November 13, 2020",2019,TV-MA,"TV Show - TV Horror, TV Mysteries, TV Thrillers",48,0
s1707,The Minions of Midas,Mateo Gil,"Luis Tosar, Marta Belmonte, Guillermo Toledo, Carlos Blanco, Marta Milans, Goize Blanco, Elena Irureta, Bea Segura, Jorge Andreu, Daniel Holguín, Adolfo Fernández, Fernando Barona, Juan Blanco, Ahmed Boulane, Pepe Ocio, Vito Sanz, Adelfa Calvo, Joaquín Climent, Carmelo Gómez, Miguel Ángel Solá",Spain,"November 13, 2020",2020,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",43,0
s1709,Ethos,Unknown Director,"Öykü Karayel, Fatih Artman, Funda Eryiğit, Defne Kayalar, Settar Tanrıöğen, Tülin Özen, Alican Yücesoy, Bige Önal",Turkey,"November 12, 2020",2020,TV-MA,"TV Show - International TV Shows, TV Dramas",81,2
s1712,Graceful Friends,Unknown Director,"Yu Jun-sang, Song Yoon-a, Bae Soo-bin, Kim Sung-oh, Jung Seok-yong, Kim Won-hae",South Korea,"November 12, 2020",2020,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",57,4
s1716,A Queen Is Born,Carla Barros,"Gloria Groove, Alexia Twister",Brazil,"November 11, 2020",2020,TV-14,"TV Show - International TV Shows, Reality TV",58,2
s1717,Aunty Donna's Big Ol' House of Fun,Unknown Director,"Mark Samual Bonanno, Broden Kelly, Zachary Ruane, Ed Helms, Kristen Schaal, Weird Al Yankovic, Kia Stevens, Paul F. Tompkins, Tawny Newsome",Australia,"November 11, 2020",2020,TV-MA,TV Show - TV Comedies,42,0
s1718,The Liberator,Unknown Director,"Bradley James, Martin Sensmeier, Jose Miguel Vasquez, Forrest Goodluck, Bryan Hibbard, Matt Mercurio, Harrison Stone, Billy Breed, Tatanka Means, Kiowa Gordon",United States,"November 11, 2020",2020,TV-MA,"TV Show - TV Action & Adventure, TV Dramas",46,4
s1719,Trial 4,Unknown Director,Unknown Cast,United States,"November 11, 2020",2020,TV-MA,"TV Show - Crime TV Shows, Docuseries",66,0
s1722,A Lion in the House,"Steven Bognar, Julia Reichert",Unknown Cast,United States,"November 10, 2020",2006,TV-14,TV Show - TV Shows,49,3
s1723,DASH & LILY,Unknown Director,"Midori Francis, Austin Abrams, Dante Brown, Troy Iwata",United States,"November 10, 2020",2020,TV-14,"TV Show - Romantic TV Shows, TV Comedies, TV Dramas",59,3
s1724,Bakugan: Armored Alliance,Unknown Director,Unknown Cast,,"November 6, 2020",2020,TV-Y7,"TV Show - Anime Series, Kids' TV",46,4
s1725,Bakugan: Battle Planet,Unknown Director,"Jonah Wineberg, Deven Christian Mack, Margarita Valderrama, Ticoon Kim, Jason Deline, Will Bowes","Japan, Canada, United States","November 6, 2020",2018,TV-PG,"TV Show - Anime Series, Kids' TV",74,4
s1727,Country Ever After,Unknown Director,Unknown Cast,United States,"November 6, 2020",2020,TV-PG,TV Show - Reality TV,57,2
s1731,Wrong Kind of Black,Unknown Director,"Clarence Ryan, Aaron L. McGrath, Lisa Flanagan, Tommy Lewis, Nilbi Yasserie, Christopher Ketchup, Boori Monty Pryor, Jacek Koman, Colin Lane, Arthur Angel, Toby Truslove",Australia,"November 6, 2020",2018,TV-MA,"TV Show - International TV Shows, TV Comedies, TV Dramas",49,3
s1734,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,Unknown Cast,Argentina,"November 5, 2020",2020,TV-14,"TV Show - Crime TV Shows, Docuseries, International TV Shows",96,2
s1738,Paranormal,Unknown Director,"Ahmed Amin, Razane Jammal, Ayah Samaha, Samaa Ibrahem, Roshdy El Shamy, Reem Abd El Kader",Egypt,"November 5, 2020",2020,TV-14,"TV Show - International TV Shows, TV Dramas, TV Horror",81,0
s1741,Love & Anarchy,Unknown Director,"Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer",Sweden,"November 4, 2020",2020,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",57,0
s1747,Can You Hear Me?,Unknown Director,"Mélissa Bédard, Ève Landry, Florence Longpré",Canada,"November 2, 2020",2020,TV-MA,"TV Show - International TV Shows, TV Comedies, TV Dramas",60,2
s1749,60 Days In,Unknown Director,Unknown Cast,United States,"November 1, 2020",2019,TV-MA,TV Show - Reality TV,74,4
s1751,Dawson's Creek,Unknown Director,"James Van Der Beek, Katie Holmes, Michelle Williams, Joshua Jackson, Kerr Smith, Meredith Monroe, Busy Philipps, Mary Beth Peil",United States,"November 1, 2020",2002,TV-14,"TV Show - Romantic TV Shows, TV Dramas, Teen TV Shows",42,4
s1755,Forged in Fire,Unknown Director,Wil Willis,United States,"November 1, 2020",2019,TV-14,TV Show - Reality TV,56,4
s1756,Leah Remini: Scientology and the Aftermath,Unknown Director,"Leah Remini, Mike Rinder",United States,"November 1, 2020",2018,TV-14,TV Show - Docuseries,62,4
s1757,LEGO Jurassic World: Legend of Isla Nublar,Unknown Director,Unknown Cast,United States,"November 1, 2020",2019,TV-Y,TV Show - Kids' TV,52,0
s1758,LEGO Jurassic World: Secret Exhibit,Unknown Director,"Britt McKillip, Ian Hanlin, Dhirendra, Alex Zahara, Vincent Tong, Bethany Brown, Adrian Petriw, Sabrina Pitre",United States,"November 1, 2020",2018,TV-Y,TV Show - Kids' TV,70,4
s1759,LEGO Ninjago,Unknown Director,"Michael Adamthwaite, Paul Dobson, Kelly Metzger, Brent Miller, Kirby Morrow, Pauline Newstone, Vincent Tong, Sam Vincent",Canada,"November 1, 2020",2020,TV-Y7,TV Show - Kids' TV,55,4
s1760,LEGO Ninjago: Masters of Spinjitzu,Unknown Director,"Vincent Tong, Jillian Michaels, Ian James Corlett, John Novak, Paul Dobson, Michael Adamthwaite, Kelly Metzger, Brent Miller, Kirby Morrow, Brian Drummond, Mark Oliver, Michael Kopsa","Denmark, Singapore, Canada, United States","November 1, 2020",2019,TV-Y7,TV Show - Kids' TV,53,3
s1761,LEGO: CITY Adventures,Unknown Director,"Joe Zieja, Misty Lee, Alex Cazares, Daniel MK Cohen, James Arnold Taylor, Roger Craig Smith, Mick Lauer","United States, France, Denmark","November 1, 2020",2019,TV-Y,"TV Show - Kids' TV, TV Comedies",51,1
s1766,The Garfield Show,Unknown Director,"Frank Welker, Wally Wingert, Gregg Berger","France, United States","November 1, 2020",2018,TV-Y,"TV Show - Kids' TV, TV Comedies",99,4
s1767,The Good Detective,Unknown Director,"Son Hyun-joo, Jang Seung-jo, Lee Elijah, Oh Jung-se",South Korea,"November 1, 2020",2020,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",94,0
s1770,Voice,Unknown Director,"Jang Hyuk, Lee Ha-na, Baek Sung-hyun, Ye-sung, Son Eun-seo, Kwon Jae-hwan, Lee Ju-seung, Kim Jae-wook",South Korea,"November 1, 2020",2018,TV-14,"TV Show - Crime TV Shows, International TV Shows, Korean TV Shows",89,1
s1772,Afronta! Facing It!,Juliana Vicente,"Loo Nascimento, Ingrid Silva, Rincon Sapiência, Batekoo, Gabriel Martins, Benjamin Abras, Daniele DaMata, Tasha & Tracie Okereke, Mariana de Matos, André Novais, Mahal Pita, Grace Passô, Thamyra Thâmara, Xenia França, Criola, Dani Ornellas, Anelis Assumpção, Magá Moura, Tássia Reis, Liniker, Yasmin Thayná, Raquel Virgínia, Juliana Luna, Erica Malunguinho, Diane Lima, Karol Conká",Brazil,"October 31, 2020",2017,TV-PG,"TV Show - Docuseries, International TV Shows",57,1
s1774,Zumbo's Just Desserts,Unknown Director,"Adriano Zumbo, Rachel Khoo",Australia,"October 31, 2020",2019,TV-PG,"TV Show - International TV Shows, Reality TV",99,3
s1779,Kongsuni and Friends,Unknown Director,"Hong So-yeong, Choi Bo-bae, Kim Eun-ah, Jeong Hye-won, Bae Jin-hong, Um Sang-hyun, Cha Moo-jin, Jang Min-young, Jang Do-young, Kim Sook-young, Park Ran, Kim Chang-won, Park Yeon-kyung",,"October 30, 2020",2020,TV-Y,"TV Show - Kids' TV, Korean TV Shows",65,0
s1780,Marvel's Agents of S.H.I.E.L.D.,Unknown Director,"Clark Gregg, Ming-Na Wen, Brett Dalton, Chloe Bennet, Iain De Caestecker, Elizabeth Henstridge, Adrianne Palicki, Luke Mitchell, Henry Simmons",United States,"October 30, 2020",2020,TV-14,"TV Show - TV Action & Adventure, TV Sci-Fi & Fantasy",53,0
s1782,Somebody Feed Phil,Unknown Director,Philip Rosenthal,United States,"October 30, 2020",2020,TV-14,"TV Show - Docuseries, Reality TV",84,1
s1783,Suburra: Blood on Rome,Unknown Director,"Alessandro Borghi, Giacomo Ferrara, Eduardo Valdarnini, Francesco Acquaroli, Filippo Nigro, Claudia Gerini, Adamo Dionisi, Barbara Chichiarelli, Federico Tocci, Gerasimos Skiadaresis, Elisabetta De Palo, Carlotta Antonelli, Renato Marchetti, Paola Sotgiu",Italy,"October 30, 2020",2020,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",92,1
s1791,Blood of Zeus,Unknown Director,"Derek Phillips, Jason O'Mara, Claudia Christian, Mamie Gummer, Jessica Henwick, Elias Toufexis, Chris Diamantopoulos, Adetokumboh M'Cormack, Matthew Mercer, Melina Kanakaredes, Danny Jacobs, Matt Lowe, Adam Croasdell, Jennifer Hale, David Shaughnessy, Fred Tatasciore, Vanessa Marshall",United States,"October 27, 2020",2020,TV-MA,TV Show - Anime Series,70,1
s1792,Chico Bon Bon: Monkey with a Tool Belt,Unknown Director,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Roberta Lemons, Cole Seaver",United States,"October 27, 2020",2020,TV-Y,TV Show - Kids' TV,49,1
s1795,The Devil Punisher,"Chang Chin-jung, Chen Rong-hui","Mike He, Ivy Shao, Anson Chen, Jane Chang, Roy Chang, Amanda Chou, Johnny Yang, Yin Chao-te, Tan Ai-Chen, Chen Bor-jeng, Dewi Chien",Taiwan,"October 26, 2020",2020,TV-14,"TV Show - International TV Shows, Romantic TV Shows, TV Mysteries",65,0
s1800,Barbarians,Unknown Director,"Laurence Rupp, Jeanne Goursaud, David Schütter, Ronald Zehrfeld, Nicki von Tempelhoff, Bernhard Schütz, Eva Verena Müller, Sophie Rois, Gaetano Aronica, Nikolai Kinski, Jeremy Miliker",Germany,"October 23, 2020",2020,TV-MA,"TV Show - International TV Shows, TV Action & Adventure, TV Dramas",73,3
s1801,Move,"Thierry Demaizière, Alban Teurlai",Unknown Cast,United States,"October 23, 2020",2020,TV-MA,"TV Show - Docuseries, International TV Shows",61,1
s1804,Stolen Away,Unknown Director,"Daniel Grao, Carolina Lapausa, Melani Olivares, Adriana Paz, Fernando Solórzano, Juan Carlos Messier, Jon Arias, Verónica Velásquez, David Trejos, Ana Maria Orozco",Spain,"October 23, 2020",2020,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",57,0
s1805,The Queen's Gambit,Unknown Director,"Anya Taylor-Joy, Bill Camp, Marielle Heller, Thomas Brodie-Sangster, Moses Ingram, Harry Melling, Isla Johnston, Christiane Seidel, Rebecca Root, Chloe Pirrie, Jacob Fortune-Lloyd",United States,"October 23, 2020",2020,TV-MA,TV Show - TV Dramas,98,0
s1814,My Next Guest Needs No Introduction With David Letterman,Unknown Director,"President Barack Obama, George Clooney, Malala Yousafzai, Jay-Z, Tina Fey, Howard Stern, David Letterman",United States,"October 21, 2020",2020,TV-MA,TV Show - Stand-Up Comedy & Talk Shows,73,0
s1829,Unsolved Mysteries,Unknown Director,Unknown Cast,,"October 19, 2020",2020,TV-MA,"TV Show - Crime TV Shows, Docuseries",57,0
s1835,Start-Up,Unknown Director,"Bae Suzy, Nam Joo-hyuk, Kim Seon-ho, Kang Han-na, Kim Do-wan, Yu Su-bin, Stephanie Lee, Kim Hae-sook, Seo Yi-sook, Song Sun-mi",South Korea,"October 18, 2020",2020,TV-14,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",57,2
s1838,Grand Army,Unknown Director,"Odessa A’zion, Odley Jean, Amir Bageria, Maliq Johnson, Amalia Yoo, Alphonso Romero Jones II, Thelonius Serrell-Freed, Anthony Ippolito, Brian Altemus",United States,"October 16, 2020",2020,TV-MA,"TV Show - TV Dramas, Teen TV Shows",65,1
s1840,La Révolution,Unknown Director,"Amir El Kacem, Marilou Aussilloux, Lionel Erdogan, Isabel Aimé Gonzalez Sola, Julien Frison, Doudou Masta, Dimitri Storoge, Amélia Lacquemant, Coline Beal, Laurent Lucas, Gaia Weiss, Chiara Tantimonaco, Nina Tantimonaco, Pierre Andrau, Philippine Martinot, Jérémie Covillault",France,"October 16, 2020",2020,TV-MA,"TV Show - International TV Shows, TV Action & Adventure, TV Dramas",98,1
s1841,Someone Has to Die,Manolo Caro,"Carmen Maura, Cecilia Suárez, Ester Expósito, Ernesto Alterio, Alejandro Speitzer, Isaac Hernández, Carlos Cuevas, Mariola Fuentes, Pilar Castro, Juan Carlos Vellido, Eduardo Casanova, Manuel Morón, Javier Pereira","Mexico, Spain","October 16, 2020",2020,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",55,1
s1842,The Last Kids on Earth,Unknown Director,"Nick Wolfhard, Charles Demers, Garland Whitt, Montse Hernandez, Brian Drummond, Giles Panton, Keith David",United States,"October 16, 2020",2020,TV-Y7,"TV Show - Kids' TV, TV Comedies",41,1
s1848,Fireman Sam,Unknown Director,"Steven Kynman, David Carling, Tegwen Tucker, Su Douglas, Andrew Hodwitz, Dave Pender, Lily Cassano, Carter Treneer, Sarah Lynn Strange",United Kingdom,"October 15, 2020",2018,TV-Y,"TV Show - British TV Shows, Kids' TV",57,0
s1849,Half & Half,Unknown Director,"Rachel True, Essence Atkins, Telma Hopkins, Chico Benymon, Valarie Pettiford, Alec Mapa",United States,"October 15, 2020",2005,TV-14,TV Show - TV Comedies,73,1
s1852,One on One,Unknown Director,"Flex Alexander, Kyla Pratt, Kelly Perine, Sicily Johnson, Robert Ri'chard",United States,"October 15, 2020",2006,TV-14,"TV Show - TV Comedies, Teen TV Shows",54,3
s1853,Power Rangers Beast Morphers,Unknown Director,"Rorrie D. Travis, Jazz Baduwalia, Jacqueline Scislowski, Abraham Rodríguez, Teuila Blakely, Kristina Ho, Cosme Flores, Kevin Copeland",United States,"October 15, 2020",2020,TV-Y7,TV Show - Kids' TV,51,0
s1855,Social Distance,Unknown Director,"Danielle Brooks, Oscar Nuñez, Mike Colter, Heather Burns, Okieriete Onaodowan, Ajay Naidu, Shakira Barrera, Steven Weber, Helena Howard, Daphne Rubin-Vega, Guillermo Díaz, Miguel Sandoval, Camila Perez, Gianna Aragon, Tom Costanzo, Luca Costanzo, Olli Haaskivi, Marsha Stephanie Blake, Isabella Ferreira, Rocco Luna, Larita Brooks, Misha Brooks, Liam Foley, Zoë Verbil, Anthony Norman, Brian Jordan Alvarez, Max Jenkins, Peter Vack, Rana Roy, Peter Scanavino, Ali Ahn, Tami Sagher, Barbara Rosenblat, Michael Mulheren, Leo Bai-Scanavino, Becky Ann Baker, Dylan Baker, Marcia DeBonis, Raymond Anthony Thomas, Sunita Mani, Kylie Liya Page, David Iacono, Lachlan Riley Watson, Niles Fitch, Will Meyers, Ava DeMary, Lydia Look, Asante Blackk, Ayize Ma'at, Lovie Simone",United States,"October 15, 2020",2020,TV-MA,"TV Show - TV Comedies, TV Dramas",43,0
s1861,The Cabin with Bert Kreischer,Unknown Director,"Bert Kreischer, Anthony Anderson, Caitlyn Jenner, Tom Segura, Joey Diaz, Nikki Glaser, Fortune Feimster, Bobby Lee, Donnell Rawlings, Kaley Cuoco, Joel McHale, Ms. Pat, Deon Cole, Big Jay Oakerson",United States,"October 13, 2020",2020,TV-MA,"TV Show - Reality TV, TV Comedies",72,4
s1865,Kipo and the Age of Wonderbeasts,Unknown Director,"Karen Fukuhara, Sydney Mikayla, Deon Cole, Coy Stewart, Dee Bradley Baker, Sterling K. Brown, Dan Stevens, Jake Green, Steve Blum",United States,"October 12, 2020",2020,TV-Y7,"TV Show - Kids' TV, TV Comedies",61,1
s1869,Deaf U,Unknown Director,Unknown Cast,United States,"October 9, 2020",2020,TV-MA,TV Show - Docuseries,63,1
s1874,The Haunting of Bly Manor,Unknown Director,"Victoria Pedretti, Oliver Jackson-Cohen, Henry Thomas, Amelia Eve, T'Nia Miller, Rahul Kohli, Tahirah Sharif, Amelie Bea Smith, Benjamin Evan Ainsworth",United States,"October 9, 2020",2020,TV-MA,"TV Show - TV Dramas, TV Horror, TV Mysteries",98,0
s1876,Do Do Sol Sol La La Sol,Unknown Director,"Go A-ra, Lee Jae-wook, Kim Ju-hun, Ye Ji-won, Lee Soon-jae, Shin Eun-soo, Seo Yi-sook",South Korea,"October 8, 2020",2020,TV-14,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",55,0
s1878,Private Lives,Unknown Director,"Seohyun, Ko Kyung-pyo, Kim Hyo-jin, Kim Young-min, Tae Won-seok, Song Sun-mi, Park Seong-geun, Jang Jin-hee, Yoon Sa-bong, Lee Hak-ju, Song Sang-eun, Jang Won-hyeok, Yoo Hee-je, Min Zio, Kim Min-sang, Kim Ba-da, Cha Soo-yeon",South Korea,"October 8, 2020",2020,TV-14,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",98,0
s1879,The 100,Unknown Director,"Eliza Taylor, Paige Turco, Bob Morley, Marie Avgeropoulos, Christopher Larkin, Henry Ian Cusick, Isaiah Washington, Lindsey Morgan, Devon Bostick, Richard Harmon, Ricky Whittle, Jarod Joseph, Chelsey Reist, Sachin Sahel, Adina Porter","United States, Canada","October 8, 2020",2020,TV-MA,"TV Show - TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",71,0
s1881,To the Lake,Pavel Kostomarov,"Viktoriya Isakova, Kirill Käro, Aleksandr Robak, Natalya Zemtsova, Maryana Spivak, Yuri Kuznetsov, Eldar Kalimulin, Viktoriya Agalakova, Alexander Yatsenko, Saveliy Kudryashov",Russia,"October 7, 2020",2020,TV-MA,"TV Show - International TV Shows, TV Dramas, TV Mysteries",72,1
s1886,Bad Boy Billionaires: India,Unknown Director,Unknown Cast,India,"October 5, 2020",2020,TV-14,"TV Show - British TV Shows, Docuseries, International TV Shows",96,0
s1890,Pat a Pat Como,Unknown Director,Unknown Cast,,"October 3, 2020",2016,TV-Y,TV Show - Kids' TV,64,0
s1891,Qurious Como,Unknown Director,Unknown Cast,,"October 3, 2020",2017,TV-Y,TV Show - Kids' TV,65,4
s1894,DreamWorks Happy Holidays from Madagascar,Unknown Director,"Tom McGrath, Chris Miller, Christopher Knights, John DiMaggio, Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Cedric the Entertainer, Andy Richter, Carl Reiner",United States,"October 2, 2020",2005,TV-PG,"TV Show - Kids' TV, TV Comedies",81,1
s1895,Emily in Paris,Unknown Director,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo, Kate Walsh, Samuel Arnold, Bruno Gouery, Camille Razat",United States,"October 2, 2020",2020,TV-MA,"TV Show - Romantic TV Shows, TV Comedies, TV Dramas",95,1
s1896,H2O: Just Add Water,Unknown Director,"Cariba Heine, Phoebe Tonkin, Angus McLaren, Burgess Abernethy, Claire Holt, Alan David Lee, Cleo Massey, Jamie Timony",Australia,"October 2, 2020",2009,TV-PG,"TV Show - Kids' TV, TV Dramas",72,1
s1907,Evil,Unknown Director,"Katja Herbers, Mike Colter, Aasif Mandvi, Michael Emerson, Christine Lahti, Kurt Fuller, Marti Matulis",United States,"October 1, 2020",2019,TV-14,TV Show - TV Dramas,73,4
s1908,Familiar Wife,Unknown Director,"Ji Sung, Han Ji-min, Kang Han-na, Jang Seung-jo",South Korea,"October 1, 2020",2018,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",57,1
s1909,Food Wars!: Shokugeki no Soma,Unknown Director,"Yoshitsugu Matsuoka, Risa Taneda, Minami Takahashi, Shizuka Ishigami, Natsuki Hanae, Yuki Ono, Takahiro Sakurai, Ai Kayano, Maaya Uchida, Taishi Murata, Yusuke Kobayashi, Saori Onishi, Hisako Kanemoto, Chinatsu Akasaki, Nobuhiko Okamoto, Junichi Suwabe, Yuichi Nakamura, Jun Fukuyama",Japan,"October 1, 2020",2016,TV-MA,"TV Show - Anime Series, International TV Shows, Teen TV Shows",50,1
s1911,"Good Morning, Verônica",Unknown Director,"Tainá Müller, Eduardo Moscovis, Camila Morgado, Antonio Grassi, Elisa Volpatto, César Mello, Sílvio Guindane, Alice Valverde, DJ Amorim, Adriano Garib, Johnnas Oliva, Marina Provenzzano, José Rubens Chachá, Julia Ianina, Sacha Bali, Aline Borges, Cassio Pandolfi, Pally Siqueira, Juliana Lohmann",Brazil,"October 1, 2020",2020,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Mysteries",53,1
s1915,Journey of an African Colony,Unknown Director,Olasupo Shasore,,"October 1, 2020",2018,TV-MA,"TV Show - Docuseries, International TV Shows",66,1
s1916,Oktoberfest: Beer & Blood,Unknown Director,"Mišel Matičević, Martina Gedeck, Klaus Steinbacher, Mercedes Müller, Maximilian Brückner, Brigitte Hobmeier, Markus Krojer, Martin Feifel, Michael Kranz, Vladimir Burlakov","Germany, Czech Republic","October 1, 2020",2020,TV-MA,"TV Show - International TV Shows, TV Dramas",99,1
s1918,Secreto bien guardado,Unknown Director,"Oriana Sabatini, Victorio D'Alessandro, Noemí Frenkel, Matías Mayer, Paula Sartor, Agustina Palma, Graciela Tenenbaum, Bárbara Lombardo",Argentina,"October 1, 2020",2019,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",60,1
s1919,Sword Art Online,Unknown Director,"Yoshitsugu Matsuoka, Haruka Tomatsu, Ayana Taketatsu, Kanae Ito, Rina Hidaka, Ayahi Takagaki, Hiroaki Hirata, Hiroki Yasumoto, Saori Hayami, Koichi Yamadera",Japan,"October 1, 2020",2018,TV-MA,"TV Show - Anime Series, International TV Shows",98,1
s1923,The Parkers,Unknown Director,"Mo'Nique, Countess Vaughn, Dorien Wilson, Jenna von Oÿ, Ken Lawson, Yvette Wilson",United States,"October 1, 2020",2003,TV-PG,TV Show - TV Comedies,78,1
s1924,The Unicorn,Unknown Director,"Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss",United States,"October 1, 2020",2019,TV-14,"TV Show - TV Comedies, TV Dramas",86,1
